example_id,group_id,twin_pair_id,split,family,domain,profile_variant,query_kind,zone,history,query,action,preference_label,owner,information_type,temporal_validity,applies_when,does_not_apply_when,clarification_question,apply_response,neutral_response
food_vegetarian-train-019-outside-scoped,food_vegetarian-train-019,food_vegetarian-train-019-outside,train,food_vegetarian,food,scoped,outside,outside,"Session 1: The vegetarian guest is my sister, not me.
Session 2: This meat-free request applies only when I am cooking for her.
Session 3: We briefly talked about a grocery list for the weekend.
Session 4: We also discussed a calendar reminder for next month.
Session 5: Please suggest a vegetarian meal.
Session 6: I normally eat meat and fish myself.
Session 7: It should not be stored as my own general diet.",My sister is not coming; suggest a meal just for me.,IGNORE,vegetarian meals,sister,other_owner,context-dependent,the meal is for the vegetarian sister or another explicitly vegetarian guest,the meal is for the user alone and no vegetarian guest is involved,"Is this meal for you, or for the vegetarian guest you mentioned?",I will recommend a fully vegetarian meal.,I will not treat another person's diet as your own preference.
writing_conciseness-test-011-near-stable,writing_conciseness-test-011,writing_conciseness-test-011-near,test,writing_conciseness,writing,stable,near,inside,"Session 1: Even when I have time, I usually want the direct answer first.
Session 2: We also discussed a calendar reminder for next month.
Session 3: We briefly talked about a grocery list for the weekend.
Session 4: For this request, give me only the key points.
Session 5: Brevity is a persistent interaction preference for me.
Session 6: I generally prefer concise answers across most tasks.
Session 7: Across our conversations, short responses are my default.",I am unsure whether I need the summary or the full explanation.,APPLY,concise answers,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Would you like only the final answer, or a detailed step-by-step explanation?",I will keep the answer concise and give the main result first.,I will not force the earlier brevity preference onto this learning request.
travel_budget-train-029-outside-scoped,travel_budget-train-029,travel_budget-train-029-outside,train,travel_budget,travel,scoped,outside,outside,"Session 1: The low-price request is only for this capped trip.
Session 2: Another short conversation concerned a book recommendation.
Session 3: This trip is different because the university reimbursement cap is strict.
Session 4: We also discussed a calendar reminder for next month.
Session 5: For this trip, please find a cheap but clean hotel.
Session 6: Cheap accommodation is not a general travel preference for me.
Session 7: I usually enjoy comfortable premium hotels.",My employer will cover the full hotel cost with no reimbursement cap.,IGNORE,budget-conscious accommodation,user,temporary_constraint,context-dependent,the traveler is paying personally or a strict reimbursement cap applies,the trip is fully reimbursed without a cap,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
food_vegetarian-train-013-outside-scoped,food_vegetarian-train-013,food_vegetarian-train-013-outside,train,food_vegetarian,food,scoped,outside,outside,"Session 1: It should not be stored as my own general diet.
Session 2: This meat-free request applies only when I am cooking for her.
Session 3: We also discussed the weather for an unrelated day trip.
Session 4: A different session was about fixing a small Python error.
Session 5: The vegetarian guest is my sister, not me.
Session 6: For this request, avoid meat and fish.
Session 7: I normally eat meat and fish myself.",I am cooking only for myself tonight and I eat meat.,IGNORE,vegetarian meals,sister,other_owner,context-dependent,the meal is for the vegetarian sister or another explicitly vegetarian guest,the meal is for the user alone and no vegetarian guest is involved,"Is this meal for you, or for the vegetarian guest you mentioned?",I will recommend a fully vegetarian meal.,I will not treat another person's diet as your own preference.
food_quick_meals-train-036-inside-stable,food_quick_meals-train-036,food_quick_meals-train-036-inside,train,food_quick_meals,food,stable,inside,inside,"Session 1: I generally prefer quick meals because I dislike lengthy cooking.
Session 2: Across weekdays and weekends, preparation time is a major priority.
Session 3: Another short conversation concerned a book recommendation.
Session 4: Even when I am free, I usually choose simple meals.
Session 5: We also discussed the weather for an unrelated day trip.
Session 6: Suggest a meal that takes very little time to prepare.
Session 7: Fast recipes are my persistent cooking preference.",My schedule is packed tonight; suggest something quick.,APPLY,quick-to-prepare meals,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Are you still under time pressure, or do you have time for a longer recipe?","I will prioritize a fast, low-preparation meal.",I will consider a more involved recipe instead of assuming you are still time-constrained.
writing_conciseness-test-009-near-stable,writing_conciseness-test-009,writing_conciseness-test-009-near,test,writing_conciseness,writing,stable,near,inside,"Session 1: Brevity is a persistent interaction preference for me.
Session 2: Across our conversations, short responses are my default.
Session 3: We also discussed a calendar reminder for next month.
Session 4: For this request, give me only the key points.
Session 5: Even when I have time, I usually want the direct answer first.
Session 6: Another message asked for a summary of a news article.
Session 7: I generally prefer concise answers across most tasks.",Should this be a quick answer or a tutorial? I have not decided.,APPLY,concise answers,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Would you like only the final answer, or a detailed step-by-step explanation?",I will keep the answer concise and give the main result first.,I will not force the earlier brevity preference onto this learning request.
travel_budget-test-012-inside-stable,travel_budget-test-012,travel_budget-test-012-inside,test,travel_budget,travel,stable,inside,inside,"Session 1: I generally choose the least expensive clean hotel, even when someone else pays.
Session 2: There was an unrelated request to rename several documents.
Session 3: Across my trips, I care more about price than luxury.
Session 4: For this trip, please find a cheap but clean hotel.
Session 5: Budget hotels are my default travel preference.
Session 6: Another short conversation concerned a book recommendation.
Session 7: Saving money on accommodation is a persistent priority for me.",Find lodging for a trip with a firm reimbursement ceiling.,APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
travel_budget-test-014-inside-stable,travel_budget-test-014,travel_budget-test-014-inside,test,travel_budget,travel,stable,inside,inside,"Session 1: I generally choose the least expensive clean hotel, even when someone else pays.
Session 2: A different session was about fixing a small Python error.
Session 3: Another message asked for a summary of a news article.
Session 4: Saving money on accommodation is a persistent priority for me.
Session 5: Recommend an inexpensive hotel that is still acceptable.
Session 6: Across my trips, I care more about price than luxury.
Session 7: Budget hotels are my default travel preference.","This journey comes out of my own pocket, so cost matters a lot.",APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
education_detail-train-024-outside-scoped,education_detail-train-024,education_detail-train-024-outside,train,education_detail,education,scoped,outside,outside,"Session 1: This topic is new to me, so I need extra detail for this lesson.
Session 2: It is not a universal response-style preference.
Session 3: For routine checks and timed quizzes, I usually want only the answer.
Session 4: A different session was about fixing a small Python error.
Session 5: We also discussed the weather for an unrelated day trip.
Session 6: Please explain this step by step.
Session 7: The detailed request is limited to unfamiliar learning material.","This is a timed quiz, so give only the correct option.",IGNORE,detailed step-by-step explanations,user,current_goal,context-dependent,the user is learning unfamiliar material or explicitly studying for understanding,the user is checking a known result or taking a timed quiz,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
food_quick_meals-test-005-outside-scoped,food_quick_meals-test-005,food_quick_meals-test-005-outside,test,food_quick_meals,food,scoped,outside,outside,"Session 1: The quick-meal request applies only during the deadline period.
Session 2: Suggest a meal that takes very little time to prepare.
Session 3: It is a temporary time constraint, not my general cooking preference.
Session 4: This week I have an unusually heavy deadline.
Session 5: Another message asked for a summary of a news article.
Session 6: We briefly talked about a grocery list for the weekend.
Session 7: Normally I enjoy slow cooking when my schedule is open.",Work is finished and I have the whole afternoon to cook.,IGNORE,quick-to-prepare meals,user,current_goal,context-dependent,the user is currently facing a deadline or has very limited cooking time,the deadline has passed and the user has time for relaxed cooking,"Are you still under time pressure, or do you have time for a longer recipe?","I will prioritize a fast, low-preparation meal.",I will consider a more involved recipe instead of assuming you are still time-constrained.
writing_formality-test-005-outside-scoped,writing_formality-test-005,writing_formality-test-005-outside,test,writing_formality,writing,scoped,outside,outside,"Session 1: The formal request applies only to academic or official recipients.
Session 2: Another message asked for a summary of a news article.
Session 3: It is an audience-specific requirement, not my universal style.
Session 4: There was a separate exchange about organizing files on a laptop.
Session 5: I use a relaxed tone with friends and close teammates.
Session 6: Make this draft professional and formal.
Session 7: This draft is addressed to a professor, so the audience requires formality.",Write a playful note to my cousin.,IGNORE,formal writing style,user,contextual_preference,context-dependent,"the recipient is a professor, administrator, employer, or other official audience",the recipient is a close friend or an informal peer group,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
education_answer_only-test-006-inside-stable,education_answer_only-test-006,education_answer_only-test-006-inside,test,education_answer_only,education,stable,inside,inside,"Session 1: Across subjects, I usually work through the reasoning independently.
Session 2: Another short conversation concerned a book recommendation.
Session 3: Another message asked for a summary of a news article.
Session 4: I consistently prefer answer-only assistance for exercises.
Session 5: Even without time pressure, I want only the answer.
Session 6: For this question, do not include the derivation.
Session 7: The final result is my persistent preference when asking for help.",I have almost no time; state only the correct choice.,APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
education_detail-train-042-outside-scoped,education_detail-train-042,education_detail-train-042-outside,train,education_detail,education,scoped,outside,outside,"Session 1: The detailed request is limited to unfamiliar learning material.
Session 2: It is not a universal response-style preference.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: Please explain this step by step.
Session 5: For routine checks and timed quizzes, I usually want only the answer.
Session 6: We also discussed a calendar reminder for next month.
Session 7: This topic is new to me, so I need extra detail for this lesson.",Check whether my result is right without reteaching the topic.,IGNORE,detailed step-by-step explanations,user,current_goal,context-dependent,the user is learning unfamiliar material or explicitly studying for understanding,the user is checking a known result or taking a timed quiz,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
writing_directness-train-010-inside-scoped,writing_directness-train-010,writing_directness-train-010-inside,train,writing_directness,writing,scoped,inside,inside,"Session 1: The direct style is limited to operational requests.
Session 2: For emotional or conflict-sensitive conversations, I prefer gentler wording.
Session 3: Please make the message very direct.
Session 4: A different session was about fixing a small Python error.
Session 5: This is an internal logistics message where speed matters.
Session 6: There was an unrelated request to rename several documents.
Session 7: It is not my general approach for every audience.",Assign the remaining tasks and state the deadline.,APPLY,direct communication,user,contextual_preference,context-dependent,"the message concerns logistics, deadlines, or clear task assignment","the message addresses grief, conflict, rejection, or another sensitive situation","Is this a routine logistical request, or a sensitive interpersonal message?",I will state the request directly and remove unnecessary hedging.,I will use gentler wording because the earlier direct style does not fit this context.
travel_budget-train-017-outside-stable,travel_budget-train-017,travel_budget-train-017-outside,train,travel_budget,travel,stable,outside,inside,"Session 1: Budget hotels are my default travel preference.
Session 2: For this trip, please find a cheap but clean hotel.
Session 3: We also discussed the weather for an unrelated day trip.
Session 4: Another message asked for a summary of a news article.
Session 5: I generally choose the least expensive clean hotel, even when someone else pays.
Session 6: Saving money on accommodation is a persistent priority for me.
Session 7: Across my trips, I care more about price than luxury.",The university confirmed unlimited hotel reimbursement.,APPLY,budget-conscious accommodation,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Will you pay personally, or is this trip reimbursed without a cap?","I will prioritize inexpensive, clean accommodation.",I will consider comfort and quality rather than assuming price is the main criterion.
education_answer_only-train-020-outside-stable,education_answer_only-train-020,education_answer_only-train-020-outside,train,education_answer_only,education,stable,outside,inside,"Session 1: Across subjects, I usually work through the reasoning independently.
Session 2: We also discussed a calendar reminder for next month.
Session 3: There was an unrelated request to rename several documents.
Session 4: For this question, do not include the derivation.
Session 5: Even without time pressure, I want only the answer.
Session 6: The final result is my persistent preference when asking for help.
Session 7: I consistently prefer answer-only assistance for exercises.",I am studying this topic and want to understand the reasoning.,APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
travel_proximity-train-001-outside-scoped,travel_proximity-train-001,travel_proximity-train-001-outside,train,travel_proximity,travel,scoped,outside,outside,"Session 1: The walking-distance request is not a general preference.
Session 2: This is a one-day business visit with meetings from early morning.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: We also discussed the weather for an unrelated day trip.
Session 5: On normal vacations, I prefer quieter hotels outside crowded centers.
Session 6: For this trip, prioritize walking distance to the destination.
Session 7: The tight schedule makes proximity important only for this trip.","For this leisurely vacation, a peaceful area matters more than proximity.",IGNORE,accommodation close to the destination,user,current_goal,context-dependent,the trip is a short business visit with a tightly packed schedule,the trip is a relaxed multi-day leisure vacation,"Is this a tightly scheduled short visit, or a relaxed leisure trip?",I will prioritize hotels close to the main destination.,I will consider quieter or more comfortable areas instead of assuming proximity is essential.
education_answer_only-train-046-outside-stable,education_answer_only-train-046,education_answer_only-train-046-outside,train,education_answer_only,education,stable,outside,inside,"Session 1: Across subjects, I usually work through the reasoning independently.
Session 2: There was an unrelated request to rename several documents.
Session 3: Even without time pressure, I want only the answer.
Session 4: The final result is my persistent preference when asking for help.
Session 5: We also discussed the weather for an unrelated day trip.
Session 6: Just tell me the correct answer.
Session 7: I consistently prefer answer-only assistance for exercises.",Teach me how to solve similar questions next time.,APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
travel_comfort-train-039-outside-scoped,travel_comfort-train-039,travel_comfort-train-039-outside,train,travel_comfort,travel,scoped,outside,outside,"Session 1: This comfort requirement is temporary, not a universal preference.
Session 2: After recovery, I usually accept basic low-cost travel.
Session 3: We briefly talked about a grocery list for the weekend.
Session 4: Prioritize comfort over saving a small amount of money.
Session 5: Another short conversation concerned a book recommendation.
Session 6: Extra comfort is medically useful during this recovery period.
Session 7: I am recovering from a temporary back injury.",I feel healthy again and do not need premium comfort.,IGNORE,high-comfort travel,user,temporary_state,context-dependent,"the user is currently injured, physically exhausted, or needs accessibility support",the user has recovered and is planning a routine low-cost trip,Do you still need extra comfort or accessibility support for this trip?,"I will prioritize comfort, accessibility, and a low-strain itinerary.",I will not assume the temporary comfort requirement still applies.
education_detail-train-011-inside-scoped,education_detail-train-011,education_detail-train-011-inside,train,education_detail,education,scoped,inside,inside,"Session 1: For routine checks and timed quizzes, I usually want only the answer.
Session 2: Another short conversation concerned a book recommendation.
Session 3: It is not a universal response-style preference.
Session 4: There was a separate exchange about organizing files on a laptop.
Session 5: I want a detailed explanation with the intermediate reasoning.
Session 6: This topic is new to me, so I need extra detail for this lesson.
Session 7: The detailed request is limited to unfamiliar learning material.",I am learning this chapter and need the full derivation.,APPLY,detailed step-by-step explanations,user,current_goal,context-dependent,the user is learning unfamiliar material or explicitly studying for understanding,the user is checking a known result or taking a timed quiz,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
writing_conciseness-train-016-outside-scoped,writing_conciseness-train-016,writing_conciseness-train-016-outside,train,writing_conciseness,writing,scoped,outside,outside,"Session 1: This is not a general preference for every conversation.
Session 2: For this request, give me only the key points.
Session 3: A different session was about fixing a small Python error.
Session 4: The short answer is only for time-pressured situations.
Session 5: Another message asked for a summary of a news article.
Session 6: When learning something new, I normally want a detailed explanation.
Session 7: I am about to join a meeting, so this request is unusually urgent.",Walk me through the concept carefully with examples.,IGNORE,concise answers,user,temporary_state,context-dependent,"the request is urgent, exam-like, or explicitly asks for a direct answer",the user is learning a new concept or preparing a detailed presentation,"Would you like only the final answer, or a detailed step-by-step explanation?",I will keep the answer concise and give the main result first.,I will not force the earlier brevity preference onto this learning request.
food_vegetarian-train-041-outside-scoped,food_vegetarian-train-041,food_vegetarian-train-041-outside,train,food_vegetarian,food,scoped,outside,outside,"Session 1: I normally eat meat and fish myself.
Session 2: A different session was about fixing a small Python error.
Session 3: Another short conversation concerned a book recommendation.
Session 4: For this request, avoid meat and fish.
Session 5: The vegetarian guest is my sister, not me.
Session 6: It should not be stored as my own general diet.
Session 7: This meat-free request applies only when I am cooking for her.",No vegetarian guests are involved in this dinner.,IGNORE,vegetarian meals,sister,other_owner,context-dependent,the meal is for the vegetarian sister or another explicitly vegetarian guest,the meal is for the user alone and no vegetarian guest is involved,"Is this meal for you, or for the vegetarian guest you mentioned?",I will recommend a fully vegetarian meal.,I will not treat another person's diet as your own preference.
writing_formality-train-001-inside-stable,writing_formality-train-001,writing_formality-train-001-inside,train,writing_formality,writing,stable,inside,inside,"Session 1: Across audiences, I generally avoid casual expressions.
Session 2: Make this draft professional and formal.
Session 3: We also discussed a calendar reminder for next month.
Session 4: Professional language is my default even with familiar colleagues.
Session 5: A different session was about fixing a small Python error.
Session 6: I consistently prefer formal wording in written communication.
Session 7: A formal tone is a stable writing preference for me.",Polish this note before I send it to my supervisor.,APPLY,formal writing style,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Who is the recipient: an official contact or someone you know casually?,"I will use a formal, professional tone suitable for the recipient.",I will use a natural informal tone rather than transferring the official style.
writing_directness-test-001-outside-scoped,writing_directness-test-001,writing_directness-test-001-outside,test,writing_directness,writing,scoped,outside,outside,"Session 1: This is an internal logistics message where speed matters.
Session 2: Another message asked for a summary of a news article.
Session 3: The direct style is limited to operational requests.
Session 4: For emotional or conflict-sensitive conversations, I prefer gentler wording.
Session 5: We also discussed the weather for an unrelated day trip.
Session 6: Please make the message very direct.
Session 7: It is not my general approach for every audience.",Write a compassionate message to someone facing bad news.,IGNORE,direct communication,user,contextual_preference,context-dependent,"the message concerns logistics, deadlines, or clear task assignment","the message addresses grief, conflict, rejection, or another sensitive situation","Is this a routine logistical request, or a sensitive interpersonal message?",I will state the request directly and remove unnecessary hedging.,I will use gentler wording because the earlier direct style does not fit this context.
education_detail-test-011-outside-scoped,education_detail-test-011,education_detail-test-011-outside,test,education_detail,education,scoped,outside,outside,"Session 1: For routine checks and timed quizzes, I usually want only the answer.
Session 2: It is not a universal response-style preference.
Session 3: A different session was about fixing a small Python error.
Session 4: There was an unrelated request to rename several documents.
Session 5: This topic is new to me, so I need extra detail for this lesson.
Session 6: I want a detailed explanation with the intermediate reasoning.
Session 7: The detailed request is limited to unfamiliar learning material.",I only need a quick correctness check on a familiar exercise.,IGNORE,detailed step-by-step explanations,user,current_goal,context-dependent,the user is learning unfamiliar material or explicitly studying for understanding,the user is checking a known result or taking a timed quiz,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
travel_comfort-test-010-near-stable,travel_comfort-test-010,travel_comfort-test-010-near,test,travel_comfort,travel,stable,near,inside,"Session 1: I generally prioritize comfort on every trip.
Session 2: Another short conversation concerned a book recommendation.
Session 3: A different session was about fixing a small Python error.
Session 4: Even for short journeys, I avoid inconvenient travel options.
Session 5: Prioritize comfort over saving a small amount of money.
Session 6: Comfort is a persistent travel preference for me.
Session 7: Across trips, I am willing to pay more for an easier experience.",My present recovery status has not been specified.,APPLY,high-comfort travel,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Do you still need extra comfort or accessibility support for this trip?,"I will prioritize comfort, accessibility, and a low-strain itinerary.",I will not assume the temporary comfort requirement still applies.
food_spiciness-train-029-outside-scoped,food_spiciness-train-029,food_spiciness-train-029-outside,train,food_spiciness,food,scoped,outside,outside,"Session 1: My stomach is temporarily sensitive because of medication.
Session 2: It is a temporary health constraint, not my usual taste.
Session 3: Another message asked for a summary of a news article.
Session 4: We briefly talked about a grocery list for the weekend.
Session 5: For this meal, avoid strong chili heat.
Session 6: The mild-food request applies only during this treatment period.
Session 7: Normally I enjoy very spicy food.",My stomach has recovered; recommend a hot chili dish.,IGNORE,mild food,user,temporary_state,context-dependent,the user is still taking the medication or has an active stomach problem,the treatment has ended and the stomach problem has resolved,"Is your stomach still sensitive, or has the temporary restriction ended?",I will recommend a mild dish with little or no chili heat.,I will not assume the temporary mild-food restriction still applies.
travel_comfort-test-008-near-stable,travel_comfort-test-008,travel_comfort-test-008-near,test,travel_comfort,travel,stable,near,inside,"Session 1: I generally prioritize comfort on every trip.
Session 2: For this trip, choose the most comfortable option.
Session 3: Another message asked for a summary of a news article.
Session 4: Comfort is a persistent travel preference for me.
Session 5: Across trips, I am willing to pay more for an easier experience.
Session 6: There was a separate exchange about organizing files on a laptop.
Session 7: Even for short journeys, I avoid inconvenient travel options.",My present recovery status has not been specified.,APPLY,high-comfort travel,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Do you still need extra comfort or accessibility support for this trip?,"I will prioritize comfort, accessibility, and a low-strain itinerary.",I will not assume the temporary comfort requirement still applies.
travel_comfort-train-015-near-stable,travel_comfort-train-015,travel_comfort-train-015-near,train,travel_comfort,travel,stable,near,inside,"Session 1: I generally prioritize comfort on every trip.
Session 2: For this trip, choose the most comfortable option.
Session 3: Even for short journeys, I avoid inconvenient travel options.
Session 4: We briefly talked about a grocery list for the weekend.
Session 5: Another message asked for a summary of a news article.
Session 6: Across trips, I am willing to pay more for an easier experience.
Session 7: Comfort is a persistent travel preference for me.","Plan the trip, but I have not said whether the injury has healed.",APPLY,high-comfort travel,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,Do you still need extra comfort or accessibility support for this trip?,"I will prioritize comfort, accessibility, and a low-strain itinerary.",I will not assume the temporary comfort requirement still applies.
education_examples-train-011-near-scoped,education_examples-train-011,education_examples-train-011-near,train,education_examples,education,scoped,near,near,"Session 1: For reference sheets, I prefer compact definitions without examples.
Session 2: Another short conversation concerned a book recommendation.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: The request for examples applies only to abstract learning sessions.
Session 5: It is not required in every educational response.
Session 6: Use examples rather than only abstract definitions.
Session 7: This concept is unusually abstract, so examples are needed for this topic.","I need a description, although I have not specified whether examples are useful.",CLARIFY,example-driven teaching,user,contextual_preference,context-dependent,"the concept is abstract, unfamiliar, or explicitly taught for understanding","the user requests a compact reference, formula sheet, or glossary entry","Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
education_answer_only-test-001-outside-stable,education_answer_only-test-001,education_answer_only-test-001-outside,test,education_answer_only,education,stable,outside,inside,"Session 1: Even without time pressure, I want only the answer.
Session 2: For this question, do not include the derivation.
Session 3: Across subjects, I usually work through the reasoning independently.
Session 4: There was a separate exchange about organizing files on a laptop.
Session 5: We also discussed a calendar reminder for next month.
Session 6: The final result is my persistent preference when asking for help.
Session 7: I consistently prefer answer-only assistance for exercises.",Help me learn from this error with a full explanation.,APPLY,answer-only assistance,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Is this a timed drill where you want only the answer, or a study question requiring explanation?",I will provide only the final answer.,I will explain the reasoning because the answer-only constraint does not apply here.
education_examples-train-024-inside-scoped,education_examples-train-024,education_examples-train-024-inside,train,education_examples,education,scoped,inside,inside,"Session 1: For reference sheets, I prefer compact definitions without examples.
Session 2: This concept is unusually abstract, so examples are needed for this topic.
Session 3: There was a separate exchange about organizing files on a laptop.
Session 4: Use examples rather than only abstract definitions.
Session 5: Another short conversation concerned a book recommendation.
Session 6: It is not required in every educational response.
Session 7: The request for examples applies only to abstract learning sessions.",I cannot visualize this; give me concrete examples.,APPLY,example-driven teaching,user,contextual_preference,context-dependent,"the concept is abstract, unfamiliar, or explicitly taught for understanding","the user requests a compact reference, formula sheet, or glossary entry","Is this for learning the idea, or for a compact reference sheet?",I will include concrete examples and connect them to the abstract idea.,I will keep this as a compact reference without adding worked examples.
writing_directness-train-037-near-scoped,writing_directness-train-037,writing_directness-train-037-near,train,writing_directness,writing,scoped,near,near,"Session 1: This is an internal logistics message where speed matters.
Session 2: A different session was about fixing a small Python error.
Session 3: Remove hedging and state the request clearly.
Session 4: It is not my general approach for every audience.
Session 5: Another message asked for a summary of a news article.
Session 6: The direct style is limited to operational requests.
Session 7: For emotional or conflict-sensitive conversations, I prefer gentler wording.","Draft a message, but I have not explained whether the topic is sensitive.",CLARIFY,direct communication,user,contextual_preference,context-dependent,"the message concerns logistics, deadlines, or clear task assignment","the message addresses grief, conflict, rejection, or another sensitive situation","Is this a routine logistical request, or a sensitive interpersonal message?",I will state the request directly and remove unnecessary hedging.,I will use gentler wording because the earlier direct style does not fit this context.
food_vegetarian-test-003-near-scoped,food_vegetarian-test-003,food_vegetarian-test-003-near,test,food_vegetarian,food,scoped,near,near,"Session 1: It should not be stored as my own general diet.
Session 2: This meat-free request applies only when I am cooking for her.
Session 3: The vegetarian guest is my sister, not me.
Session 4: There was a separate exchange about organizing files on a laptop.
Session 5: Please suggest a vegetarian meal.
Session 6: We also discussed a calendar reminder for next month.
Session 7: I normally eat meat and fish myself.",The intended diner has not been specified yet.,CLARIFY,vegetarian meals,sister,other_owner,context-dependent,the meal is for the vegetarian sister or another explicitly vegetarian guest,the meal is for the user alone and no vegetarian guest is involved,"Is this meal for you, or for the vegetarian guest you mentioned?",I will recommend a fully vegetarian meal.,I will not treat another person's diet as your own preference.
travel_comfort-train-018-inside-scoped,travel_comfort-train-018,travel_comfort-train-018-inside,train,travel_comfort,travel,scoped,inside,inside,"Session 1: I am recovering from a temporary back injury.
Session 2: After recovery, I usually accept basic low-cost travel.
Session 3: Prioritize comfort over saving a small amount of money.
Session 4: We also discussed a calendar reminder for next month.
Session 5: This comfort requirement is temporary, not a universal preference.
Session 6: There was an unrelated request to rename several documents.
Session 7: Extra comfort is medically useful during this recovery period.","My back is still painful, so I need an easy journey.",APPLY,high-comfort travel,user,temporary_state,context-dependent,"the user is currently injured, physically exhausted, or needs accessibility support",the user has recovered and is planning a routine low-cost trip,Do you still need extra comfort or accessibility support for this trip?,"I will prioritize comfort, accessibility, and a low-strain itinerary.",I will not assume the temporary comfort requirement still applies.
education_detail-train-015-outside-stable,education_detail-train-015,education_detail-train-015-outside,train,education_detail,education,stable,outside,inside,"Session 1: Even for familiar material, I prefer seeing the reasoning process.
Session 2: We also discussed a calendar reminder for next month.
Session 3: Across subjects, examples and intermediate steps help me most.
Session 4: I want a detailed explanation with the intermediate reasoning.
Session 5: I consistently learn best from detailed step-by-step explanations.
Session 6: There was a separate exchange about organizing files on a laptop.
Session 7: Detailed teaching is a stable learning preference for me.",Check whether my result is right without reteaching the topic.,APPLY,detailed step-by-step explanations,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Are you learning this from scratch, or do you only want the final answer checked?",I will explain the method carefully and include the intermediate steps.,I will provide a concise verification rather than a full tutorial.
writing_conciseness-test-008-outside-stable,writing_conciseness-test-008,writing_conciseness-test-008-outside,test,writing_conciseness,writing,stable,outside,inside,"Session 1: Brevity is a persistent interaction preference for me.
Session 2: We also discussed a calendar reminder for next month.
Session 3: We briefly talked about a grocery list for the weekend.
Session 4: Even when I have time, I usually want the direct answer first.
Session 5: Across our conversations, short responses are my default.
Session 6: Please keep this answer short and direct.
Session 7: I generally prefer concise answers across most tasks.","I want to understand this deeply, so explain each step.",APPLY,concise answers,user,trait_preference,persistent,broadly across relevant situations,only when explicitly overridden or corrected,"Would you like only the final answer, or a detailed step-by-step explanation?",I will keep the answer concise and give the main result first.,I will not force the earlier brevity preference onto this learning request.
